dates,timestamps,value,anomaly,dates
14-10-1985,4.98096E+11,5.4438453,FALSE,14-10-1985
15-10-1985,4.98182E+11,5.8372116,FALSE,15-10-1985
16-10-1985,4.98269E+11,6.162112,FALSE,16-10-1985
17-10-1985,4.98355E+11,6.174017,FALSE,17-10-1985
18-10-1985,4.98442E+11,5.967122,FALSE,18-10-1985
19-10-1985,4.98528E+11,6.3312907,FALSE,19-10-1985
20-10-1985,4.98614E+11,7.4700384,FALSE,20-10-1985
21-10-1985,4.98701E+11,7.6778216,FALSE,21-10-1985
22-10-1985,4.98787E+11,6.405566,FALSE,22-10-1985
23-10-1985,4.98874E+11,7.481148,FALSE,23-10-1985
24-10-1985,4.9896E+11,6.684192,FALSE,24-10-1985
25-10-1985,4.99046E+11,5.3517094,FALSE,25-10-1985
26-10-1985,4.99133E+11,4.1205626,FALSE,26-10-1985
27-10-1985,4.99219E+11,3.4095416,FALSE,27-10-1985
28-10-1985,4.99306E+11,4.516104,FALSE,28-10-1985
29-10-1985,4.99392E+11,5.738933,FALSE,29-10-1985
30-10-1985,4.99478E+11,7.0643373,FALSE,30-10-1985
31-10-1985,4.99565E+11,6.503047,FALSE,31-10-1985
01-11-1985,4.99651E+11,5.418594,FALSE,01-11-1985
02-11-1985,4.99738E+11,4.4159603,FALSE,02-11-1985
03-11-1985,4.99824E+11,3.8211057,FALSE,03-11-1985
04-11-1985,4.9991E+11,2.0591989,FALSE,04-11-1985
05-11-1985,4.99997E+11,2.8832455,FALSE,05-11-1985
06-11-1985,5.00083E+11,1.8463128,FALSE,06-11-1985
07-11-1985,5.0017E+11,1.6882502,FALSE,07-11-1985
08-11-1985,5.00256E+11,1.0635254,FALSE,08-11-1985
09-11-1985,5.00342E+11,1.3976812,FALSE,09-11-1985
10-11-1985,5.00429E+11,1.4539812,FALSE,10-11-1985
11-11-1985,5.00515E+11,2.0206342,FALSE,11-11-1985
12-11-1985,5.00602E+11,1.9999182,FALSE,12-11-1985
13-11-1985,5.00688E+11,1.0234778,FALSE,13-11-1985
14-11-1985,5.00774E+11,1.5934834,FALSE,14-11-1985
15-11-1985,5.00861E+11,2.4934957,FALSE,15-11-1985
16-11-1985,5.00947E+11,4.1216455,FALSE,16-11-1985
17-11-1985,5.01034E+11,4.2478237,FALSE,17-11-1985
18-11-1985,5.0112E+11,3.9393377,FALSE,18-11-1985
19-11-1985,5.01206E+11,3.8309817,FALSE,19-11-1985
20-11-1985,5.01293E+11,3.371513,FALSE,20-11-1985
21-11-1985,5.01379E+11,4.527076,FALSE,21-11-1985
22-11-1985,5.01466E+11,4.004017,FALSE,22-11-1985
23-11-1985,5.01552E+11,3.803298,FALSE,23-11-1985
24-11-1985,5.01638E+11,3.3717504,FALSE,24-11-1985
25-11-1985,5.01725E+11,2.375633,FALSE,25-11-1985
26-11-1985,5.01811E+11,1.2053398,FALSE,26-11-1985
27-11-1985,5.01898E+11,0.43223923,FALSE,27-11-1985
28-11-1985,5.01984E+11,1.5021672,FALSE,28-11-1985
29-11-1985,5.0207E+11,2.7968738,FALSE,29-11-1985
30-11-1985,5.02157E+11,2.988539,FALSE,30-11-1985
01-12-1985,5.02243E+11,0.82636297,FALSE,01-12-1985
02-12-1985,5.0233E+11,0.9641881,FALSE,02-12-1985
03-12-1985,5.02416E+11,1.3218275,FALSE,03-12-1985
04-12-1985,5.02502E+11,1.9343593,FALSE,04-12-1985
05-12-1985,5.02589E+11,1.7887567,FALSE,05-12-1985
06-12-1985,5.02675E+11,0.9256802,FALSE,06-12-1985
07-12-1985,5.02762E+11,0.9170893,FALSE,07-12-1985
08-12-1985,5.02848E+11,1.7649424,FALSE,08-12-1985
09-12-1985,5.02934E+11,1.4878836,FALSE,09-12-1985
10-12-1985,5.03021E+11,0.44245905,FALSE,10-12-1985
11-12-1985,5.03107E+11,0.43333456,FALSE,11-12-1985
12-12-1985,5.03194E+11,1.05647,FALSE,12-12-1985
13-12-1985,5.0328E+11,1.3743651,FALSE,13-12-1985
14-12-1985,5.03366E+11,0.46521977,FALSE,14-12-1985
15-12-1985,5.03453E+11,0.5682839,FALSE,15-12-1985
16-12-1985,5.03539E+11,0.4539822,FALSE,16-12-1985
17-12-1985,5.03626E+11,0.2754764,FALSE,17-12-1985
18-12-1985,5.03712E+11,2.883252,FALSE,18-12-1985
19-12-1985,5.03798E+11,3.6951787,FALSE,19-12-1985
20-12-1985,5.03885E+11,5.868884,FALSE,20-12-1985
21-12-1985,5.03971E+11,5.644728,FALSE,21-12-1985
22-12-1985,5.04058E+11,3.6658702,FALSE,22-12-1985
23-12-1985,5.04144E+11,1.5850701,FALSE,23-12-1985
24-12-1985,5.0423E+11,1.9047339,FALSE,24-12-1985
25-12-1985,5.04317E+11,0.9188261,FALSE,25-12-1985
26-12-1985,5.04403E+11,1.3566982,FALSE,26-12-1985
27-12-1985,5.0449E+11,2.4093785,FALSE,27-12-1985
28-12-1985,5.04576E+11,2.1922522,FALSE,28-12-1985
29-12-1985,5.04662E+11,4.0850344,FALSE,29-12-1985
30-12-1985,5.04749E+11,3.278464,FALSE,30-12-1985
31-12-1985,5.04835E+11,2.953353,FALSE,31-12-1985
01-01-1986,5.04922E+11,2.365012,FALSE,01-01-1986
02-01-1986,5.05008E+11,1.22493,FALSE,02-01-1986
03-01-1986,5.05094E+11,1.9141474,FALSE,03-01-1986
04-01-1986,5.05181E+11,2.3566637,FALSE,04-01-1986
05-01-1986,5.05267E+11,2.9444146,FALSE,05-01-1986
06-01-1986,5.05354E+11,3.8392205,FALSE,06-01-1986
07-01-1986,5.0544E+11,3.7873971,FALSE,07-01-1986
08-01-1986,5.05526E+11,5.014279,FALSE,08-01-1986
09-01-1986,5.05613E+11,5.2856464,FALSE,09-01-1986
10-01-1986,5.05699E+11,6.5626597,FALSE,10-01-1986
11-01-1986,5.05786E+11,6.3342495,FALSE,11-01-1986
12-01-1986,5.05872E+11,6.113232,FALSE,12-01-1986
13-01-1986,5.05958E+11,7.2770247,FALSE,13-01-1986
14-01-1986,5.06045E+11,6.970939,FALSE,14-01-1986
15-01-1986,5.06131E+11,8.019192,FALSE,15-01-1986
16-01-1986,5.06218E+11,6.4569483,FALSE,16-01-1986
17-01-1986,5.06304E+11,5.9449897,FALSE,17-01-1986
18-01-1986,5.0639E+11,5.6361446,FALSE,18-01-1986
19-01-1986,5.06477E+11,5.925775,FALSE,19-01-1986
20-01-1986,5.06563E+11,7.2869887,FALSE,20-01-1986
21-01-1986,5.0665E+11,7.6520476,FALSE,21-01-1986
22-01-1986,5.06736E+11,8.066698,FALSE,22-01-1986
23-01-1986,5.06822E+11,6.125307,FALSE,23-01-1986
24-01-1986,5.06909E+11,4.591005,FALSE,24-01-1986
25-01-1986,5.06995E+11,4.5805793,FALSE,25-01-1986
26-01-1986,5.07082E+11,3.6652849,FALSE,26-01-1986
27-01-1986,5.07168E+11,2.8792462,FALSE,27-01-1986
28-01-1986,5.07254E+11,2.2685256,FALSE,28-01-1986
29-01-1986,5.07341E+11,1.7969673,FALSE,29-01-1986
30-01-1986,5.07427E+11,2.2578552,FALSE,30-01-1986
31-01-1986,5.07514E+11,2.21683,FALSE,31-01-1986
01-02-1986,5.076E+11,1.561611,FALSE,01-02-1986
02-02-1986,5.07686E+11,2.587253,FALSE,02-02-1986
03-02-1986,5.07773E+11,3.145751,FALSE,03-02-1986
04-02-1986,5.07859E+11,2.1960206,FALSE,04-02-1986
05-02-1986,5.07946E+11,2.3430095,FALSE,05-02-1986
06-02-1986,5.08032E+11,3.2081244,FALSE,06-02-1986
07-02-1986,5.08118E+11,2.0924683,FALSE,07-02-1986
08-02-1986,5.08205E+11,3.306396,FALSE,08-02-1986
09-02-1986,5.08291E+11,2.432222,FALSE,09-02-1986
10-02-1986,5.08378E+11,1.4665979,FALSE,10-02-1986
11-02-1986,5.08464E+11,0.98036313,FALSE,11-02-1986
12-02-1986,5.0855E+11,0.13005775,FALSE,12-02-1986
13-02-1986,5.08637E+11,0.048947893,FALSE,13-02-1986
14-02-1986,5.08723E+11,-0.46655068,FALSE,14-02-1986
15-02-1986,5.0881E+11,-2.4745615,FALSE,15-02-1986
16-02-1986,5.08896E+11,-1.7231562,FALSE,16-02-1986
17-02-1986,5.08982E+11,1.3007895,FALSE,17-02-1986
18-02-1986,5.09069E+11,1.970822,FALSE,18-02-1986
19-02-1986,5.09155E+11,1.3664737,FALSE,19-02-1986
20-02-1986,5.09242E+11,0.7170621,FALSE,20-02-1986
21-02-1986,5.09328E+11,0.9661144,FALSE,21-02-1986
22-02-1986,5.09414E+11,0.81149274,FALSE,22-02-1986
23-02-1986,5.09501E+11,0.80346084,FALSE,23-02-1986
24-02-1986,5.09587E+11,1.4439548,FALSE,24-02-1986
25-02-1986,5.09674E+11,2.514314,FALSE,25-02-1986
26-02-1986,5.0976E+11,1.7499385,FALSE,26-02-1986
27-02-1986,5.09846E+11,2.4696822,FALSE,27-02-1986
28-02-1986,5.09933E+11,1.882892,FALSE,28-02-1986
01-03-1986,5.10019E+11,1.545831,FALSE,01-03-1986
02-03-1986,5.10106E+11,3.1522872,FALSE,02-03-1986
03-03-1986,5.10192E+11,4.9865513,FALSE,03-03-1986
04-03-1986,5.10278E+11,3.8263872,FALSE,04-03-1986
05-03-1986,5.10365E+11,6.8008533,FALSE,05-03-1986
06-03-1986,5.10451E+11,7.8636284,FALSE,06-03-1986
07-03-1986,5.10538E+11,7.3513093,FALSE,07-03-1986
08-03-1986,5.10624E+11,8.188235,FALSE,08-03-1986
09-03-1986,5.1071E+11,9.636423,FALSE,09-03-1986
10-03-1986,5.10797E+11,7.53604,FALSE,10-03-1986
11-03-1986,5.10883E+11,8.604506,FALSE,11-03-1986
12-03-1986,5.1097E+11,8.913139,FALSE,12-03-1986
13-03-1986,5.11056E+11,8.379223,FALSE,13-03-1986
14-03-1986,5.11142E+11,9.381694,FALSE,14-03-1986
15-03-1986,5.11229E+11,10.625716,FALSE,15-03-1986
16-03-1986,5.11315E+11,10.903798,FALSE,16-03-1986
17-03-1986,5.11402E+11,11.080032,FALSE,17-03-1986
18-03-1986,5.11488E+11,13.063561,FALSE,18-03-1986
19-03-1986,5.11574E+11,12.729906,FALSE,19-03-1986
20-03-1986,5.11661E+11,12.795067,FALSE,20-03-1986
21-03-1986,5.11747E+11,13.015078,FALSE,21-03-1986
22-03-1986,5.11834E+11,13.326969,FALSE,22-03-1986
23-03-1986,5.1192E+11,13.050559,FALSE,23-03-1986
24-03-1986,5.12006E+11,12.586104,FALSE,24-03-1986
25-03-1986,5.12093E+11,12.735438,FALSE,25-03-1986
26-03-1986,5.12179E+11,12.100875,FALSE,26-03-1986
27-03-1986,5.12266E+11,13.937021,FALSE,27-03-1986
28-03-1986,5.12352E+11,11.865569,FALSE,28-03-1986
29-03-1986,5.12438E+11,13.146643,FALSE,29-03-1986
30-03-1986,5.12525E+11,12.466552,FALSE,30-03-1986
31-03-1986,5.12611E+11,11.673433,FALSE,31-03-1986
01-04-1986,5.12698E+11,9.485447,FALSE,01-04-1986
02-04-1986,5.12784E+11,10.943283,FALSE,02-04-1986
03-04-1986,5.1287E+11,11.021689,FALSE,03-04-1986
04-04-1986,5.12957E+11,10.724368,FALSE,04-04-1986
05-04-1986,5.13043E+11,11.766384,FALSE,05-04-1986
06-04-1986,5.1313E+11,12.420729,FALSE,06-04-1986
07-04-1986,5.13216E+11,12.761184,FALSE,07-04-1986
08-04-1986,5.13302E+11,12.280855,FALSE,08-04-1986
09-04-1986,5.13389E+11,11.086225,FALSE,09-04-1986
10-04-1986,5.13475E+11,12.066378,FALSE,10-04-1986
11-04-1986,5.13562E+11,12.218627,FALSE,11-04-1986
12-04-1986,5.13648E+11,14.165232,FALSE,12-04-1986
13-04-1986,5.13734E+11,15.213592,FALSE,13-04-1986
14-04-1986,5.13821E+11,15.336124,FALSE,14-04-1986
15-04-1986,5.13907E+11,15.103774,FALSE,15-04-1986
16-04-1986,5.13994E+11,14.924072,FALSE,16-04-1986
17-04-1986,5.1408E+11,14.519914,FALSE,17-04-1986
18-04-1986,5.14166E+11,14.236046,FALSE,18-04-1986
19-04-1986,5.14253E+11,13.941003,FALSE,19-04-1986
20-04-1986,5.14339E+11,14.46297,FALSE,20-04-1986
21-04-1986,5.14426E+11,16.23337,FALSE,21-04-1986
22-04-1986,5.14512E+11,16.594105,FALSE,22-04-1986
23-04-1986,5.14598E+11,17.227247,FALSE,23-04-1986
24-04-1986,5.14685E+11,17.039034,FALSE,24-04-1986
25-04-1986,5.14771E+11,17.969955,FALSE,25-04-1986
26-04-1986,5.14858E+11,18.900139,FALSE,26-04-1986
27-04-1986,5.14944E+11,19.490946,FALSE,27-04-1986
28-04-1986,5.1503E+11,19.157337,FALSE,28-04-1986
29-04-1986,5.15117E+11,20.115444,FALSE,29-04-1986
30-04-1986,5.15203E+11,19.295036,FALSE,30-04-1986
01-05-1986,5.1529E+11,18.807892,FALSE,01-05-1986
02-05-1986,5.15376E+11,18.032286,FALSE,02-05-1986
03-05-1986,5.15462E+11,17.918676,FALSE,03-05-1986
04-05-1986,5.15549E+11,17.961771,FALSE,04-05-1986
05-05-1986,5.15635E+11,15.33981,FALSE,05-05-1986
06-05-1986,5.15722E+11,15.086522,FALSE,06-05-1986
07-05-1986,5.15808E+11,16.79879,FALSE,07-05-1986
08-05-1986,5.15894E+11,17.672146,FALSE,08-05-1986
09-05-1986,5.15981E+11,17.786833,FALSE,09-05-1986
10-05-1986,5.16067E+11,16.681463,FALSE,10-05-1986
11-05-1986,5.16154E+11,17.433128,FALSE,11-05-1986
12-05-1986,5.1624E+11,17.651028,FALSE,12-05-1986
13-05-1986,5.16326E+11,17.283165,FALSE,13-05-1986
14-05-1986,5.16413E+11,16.925869,FALSE,14-05-1986
15-05-1986,5.16499E+11,17.65641,FALSE,15-05-1986
16-05-1986,5.16586E+11,16.977219,FALSE,16-05-1986
17-05-1986,5.16672E+11,18.057825,FALSE,17-05-1986
18-05-1986,5.16758E+11,17.978354,FALSE,18-05-1986
19-05-1986,5.16845E+11,17.831146,FALSE,19-05-1986
20-05-1986,5.16931E+11,18.089031,FALSE,20-05-1986
21-05-1986,5.17018E+11,18.5939,FALSE,21-05-1986
22-05-1986,5.17104E+11,19.203741,FALSE,22-05-1986
23-05-1986,5.1719E+11,18.252048,FALSE,23-05-1986
24-05-1986,5.17277E+11,17.868826,FALSE,24-05-1986
25-05-1986,5.17363E+11,18.400558,FALSE,25-05-1986
26-05-1986,5.1745E+11,18.494059,FALSE,26-05-1986
27-05-1986,5.17536E+11,17.663631,FALSE,27-05-1986
28-05-1986,5.17622E+11,18.21775,FALSE,28-05-1986
29-05-1986,5.17709E+11,18.788792,FALSE,29-05-1986
30-05-1986,5.17795E+11,18.712608,FALSE,30-05-1986
31-05-1986,5.17882E+11,18.924335,FALSE,31-05-1986
01-06-1986,5.17968E+11,20.548933,FALSE,01-06-1986
02-06-1986,5.18054E+11,20.56261,FALSE,02-06-1986
03-06-1986,5.18141E+11,18.772158,FALSE,03-06-1986
04-06-1986,5.18227E+11,18.746176,FALSE,04-06-1986
05-06-1986,5.18314E+11,19.38035,FALSE,05-06-1986
06-06-1986,5.184E+11,18.720432,FALSE,06-06-1986
07-06-1986,5.18486E+11,18.970022,FALSE,07-06-1986
08-06-1986,5.18573E+11,20.90619,FALSE,08-06-1986
09-06-1986,5.18659E+11,21.117691,FALSE,09-06-1986
10-06-1986,5.18746E+11,22.73926,FALSE,10-06-1986
11-06-1986,5.18832E+11,22.258812,FALSE,11-06-1986
12-06-1986,5.18918E+11,23.191137,FALSE,12-06-1986
13-06-1986,5.19005E+11,23.758759,FALSE,13-06-1986
14-06-1986,5.19091E+11,24.531866,FALSE,14-06-1986
15-06-1986,5.19178E+11,25.355436,FALSE,15-06-1986
16-06-1986,5.19264E+11,25.527628,FALSE,16-06-1986
17-06-1986,5.1935E+11,25.655985,FALSE,17-06-1986
18-06-1986,5.19437E+11,26.017412,FALSE,18-06-1986
19-06-1986,5.19523E+11,25.827944,FALSE,19-06-1986
20-06-1986,5.1961E+11,25.941978,FALSE,20-06-1986
21-06-1986,5.19696E+11,25.50327,FALSE,21-06-1986
22-06-1986,5.19782E+11,26.170061,FALSE,22-06-1986
23-06-1986,5.19869E+11,25.914135,FALSE,23-06-1986
24-06-1986,5.19955E+11,27.056843,FALSE,24-06-1986
25-06-1986,5.20042E+11,28.619143,FALSE,25-06-1986
26-06-1986,5.20128E+11,29.750505,FALSE,26-06-1986
27-06-1986,5.20214E+11,31.026714,FALSE,27-06-1986
28-06-1986,5.20301E+11,30.532099,FALSE,28-06-1986
29-06-1986,5.20387E+11,31.077425,FALSE,29-06-1986
30-06-1986,5.20474E+11,30.444056,FALSE,30-06-1986
01-07-1986,5.2056E+11,30.750816,FALSE,01-07-1986
02-07-1986,5.20646E+11,29.574663,FALSE,02-07-1986
03-07-1986,5.20733E+11,29.25213,FALSE,03-07-1986
04-07-1986,5.20819E+11,28.277166,FALSE,04-07-1986
05-07-1986,5.20906E+11,28.469166,FALSE,05-07-1986
06-07-1986,5.20992E+11,28.428734,FALSE,06-07-1986
07-07-1986,5.21078E+11,29.407797,FALSE,07-07-1986
08-07-1986,5.21165E+11,30.44955,FALSE,08-07-1986
09-07-1986,5.21251E+11,30.489157,FALSE,09-07-1986
10-07-1986,5.21338E+11,30.667154,FALSE,10-07-1986
11-07-1986,5.21424E+11,29.356663,FALSE,11-07-1986
12-07-1986,5.2151E+11,28.894753,FALSE,12-07-1986
13-07-1986,5.21597E+11,29.950922,FALSE,13-07-1986
14-07-1986,5.21683E+11,30.848314,FALSE,14-07-1986
15-07-1986,5.2177E+11,30.633434,FALSE,15-07-1986
16-07-1986,5.21856E+11,31.350183,FALSE,16-07-1986
17-07-1986,5.21942E+11,30.690647,FALSE,17-07-1986
18-07-1986,5.22029E+11,31.026093,FALSE,18-07-1986
19-07-1986,5.22115E+11,30.933495,FALSE,19-07-1986
20-07-1986,5.22202E+11,28.926155,FALSE,20-07-1986
21-07-1986,5.22288E+11,29.834436,FALSE,21-07-1986
22-07-1986,5.22374E+11,30.347956,FALSE,22-07-1986
23-07-1986,5.22461E+11,29.454874,FALSE,23-07-1986
24-07-1986,5.22547E+11,30.2611,FALSE,24-07-1986
25-07-1986,5.22634E+11,29.554394,FALSE,25-07-1986
26-07-1986,5.2272E+11,28.36446,FALSE,26-07-1986
27-07-1986,5.22806E+11,29.655983,FALSE,27-07-1986
28-07-1986,5.22893E+11,28.629133,FALSE,28-07-1986
29-07-1986,5.22979E+11,28.477522,FALSE,29-07-1986
30-07-1986,5.23066E+11,30.013388,FALSE,30-07-1986
31-07-1986,5.23152E+11,30.61087,FALSE,31-07-1986
01-08-1986,5.23238E+11,31.60203,FALSE,01-08-1986
02-08-1986,5.23325E+11,31.848316,FALSE,02-08-1986
03-08-1986,5.23411E+11,32.654972,FALSE,03-08-1986
04-08-1986,5.23498E+11,30.92198,FALSE,04-08-1986
05-08-1986,5.23584E+11,31.44567,FALSE,05-08-1986
06-08-1986,5.2367E+11,32.36784,FALSE,06-08-1986
07-08-1986,5.23757E+11,33.314495,FALSE,07-08-1986
08-08-1986,5.23843E+11,32.67867,FALSE,08-08-1986
09-08-1986,5.2393E+11,32.404427,FALSE,09-08-1986
10-08-1986,5.24016E+11,31.524088,FALSE,10-08-1986
11-08-1986,5.24102E+11,32.00637,FALSE,11-08-1986
12-08-1986,5.24189E+11,31.096779,FALSE,12-08-1986
13-08-1986,5.24275E+11,30.406254,FALSE,13-08-1986
14-08-1986,5.24362E+11,29.252178,FALSE,14-08-1986
15-08-1986,5.24448E+11,29.027157,FALSE,15-08-1986
16-08-1986,5.24534E+11,27.708662,FALSE,16-08-1986
17-08-1986,5.24621E+11,27.690763,FALSE,17-08-1986
18-08-1986,5.24707E+11,28.40813,FALSE,18-08-1986
19-08-1986,5.24794E+11,28.134836,FALSE,19-08-1986
20-08-1986,5.2488E+11,28.245714,FALSE,20-08-1986
21-08-1986,5.24966E+11,27.163517,FALSE,21-08-1986
22-08-1986,5.25053E+11,26.13547,FALSE,22-08-1986
23-08-1986,5.25139E+11,26.628706,FALSE,23-08-1986
24-08-1986,5.25226E+11,26.362675,FALSE,24-08-1986
25-08-1986,5.25312E+11,24.951672,FALSE,25-08-1986
26-08-1986,5.25398E+11,25.850689,FALSE,26-08-1986
27-08-1986,5.25485E+11,27.079525,FALSE,27-08-1986
28-08-1986,5.25571E+11,26.671387,FALSE,28-08-1986
29-08-1986,5.25658E+11,25.758717,FALSE,29-08-1986
30-08-1986,5.25744E+11,26.535948,FALSE,30-08-1986
31-08-1986,5.2583E+11,25.541996,FALSE,31-08-1986
01-09-1986,5.25917E+11,27.720343,FALSE,01-09-1986
02-09-1986,5.26003E+11,25.597626,FALSE,02-09-1986
03-09-1986,5.2609E+11,22.857126,FALSE,03-09-1986
04-09-1986,5.26176E+11,21.3308,FALSE,04-09-1986
05-09-1986,5.26262E+11,21.585878,FALSE,05-09-1986
06-09-1986,5.26349E+11,23.974817,FALSE,06-09-1986
07-09-1986,5.26435E+11,23.988213,FALSE,07-09-1986
08-09-1986,5.26522E+11,24.441162,FALSE,08-09-1986
09-09-1986,5.26608E+11,23.69983,FALSE,09-09-1986
10-09-1986,5.26694E+11,24.280617,FALSE,10-09-1986
11-09-1986,5.26781E+11,25.125217,FALSE,11-09-1986
12-09-1986,5.26867E+11,25.498327,FALSE,12-09-1986
13-09-1986,5.26954E+11,25.789633,FALSE,13-09-1986
14-09-1986,5.2704E+11,23.229605,FALSE,14-09-1986
15-09-1986,5.27126E+11,23.389156,FALSE,15-09-1986
16-09-1986,5.27213E+11,22.106497,FALSE,16-09-1986
17-09-1986,5.27299E+11,21.342411,FALSE,17-09-1986
18-09-1986,5.27386E+11,20.450853,FALSE,18-09-1986
19-09-1986,5.27472E+11,20.240269,FALSE,19-09-1986
20-09-1986,5.27558E+11,21.64689,FALSE,20-09-1986
21-09-1986,5.27645E+11,21.411802,FALSE,21-09-1986
22-09-1986,5.27731E+11,20.301067,FALSE,22-09-1986
23-09-1986,5.27818E+11,21.78387,FALSE,23-09-1986
24-09-1986,5.27904E+11,21.308699,FALSE,24-09-1986
25-09-1986,5.2799E+11,20.749922,FALSE,25-09-1986
26-09-1986,5.28077E+11,21.188124,FALSE,26-09-1986
27-09-1986,5.28163E+11,20.65467,FALSE,27-09-1986
28-09-1986,5.2825E+11,22.729582,FALSE,28-09-1986
29-09-1986,5.28336E+11,22.34138,FALSE,29-09-1986
30-09-1986,5.28422E+11,20.94665,FALSE,30-09-1986
01-10-1986,5.28509E+11,20.91241,FALSE,01-10-1986
02-10-1986,5.28595E+11,21.935843,FALSE,02-10-1986
03-10-1986,5.28682E+11,23.386274,FALSE,03-10-1986
04-10-1986,5.28768E+11,22.369532,FALSE,04-10-1986
05-10-1986,5.28854E+11,22.908497,FALSE,05-10-1986
06-10-1986,5.28941E+11,23.566761,FALSE,06-10-1986
07-10-1986,5.29027E+11,24.17473,FALSE,07-10-1986
08-10-1986,5.29114E+11,24.604235,FALSE,08-10-1986
09-10-1986,5.292E+11,24.574453,FALSE,09-10-1986
10-10-1986,5.29286E+11,24.037554,FALSE,10-10-1986
11-10-1986,5.29373E+11,24.150616,FALSE,11-10-1986
12-10-1986,5.29459E+11,24.37361,FALSE,12-10-1986
13-10-1986,5.29546E+11,25.63047,FALSE,13-10-1986
14-10-1986,5.29632E+11,24.641048,FALSE,14-10-1986
15-10-1986,5.29718E+11,26.54933,FALSE,15-10-1986
16-10-1986,5.29805E+11,26.371716,FALSE,16-10-1986
17-10-1986,5.29891E+11,26.56201,FALSE,17-10-1986
18-10-1986,5.29978E+11,26.390726,FALSE,18-10-1986
19-10-1986,5.30064E+11,28.367266,FALSE,19-10-1986
20-10-1986,5.3015E+11,28.916037,FALSE,20-10-1986
21-10-1986,5.30237E+11,27.974972,FALSE,21-10-1986
22-10-1986,5.30323E+11,28.359404,FALSE,22-10-1986
23-10-1986,5.3041E+11,28.758442,FALSE,23-10-1986
24-10-1986,5.30496E+11,29.140924,FALSE,24-10-1986
25-10-1986,5.30582E+11,29.671938,FALSE,25-10-1986
26-10-1986,5.30669E+11,29.960268,FALSE,26-10-1986
27-10-1986,5.30755E+11,30.3708,FALSE,27-10-1986
28-10-1986,5.30842E+11,29.461273,FALSE,28-10-1986
29-10-1986,5.30928E+11,30.509422,FALSE,29-10-1986
30-10-1986,5.31014E+11,33.236965,FALSE,30-10-1986
31-10-1986,5.31101E+11,32.650406,FALSE,31-10-1986
01-11-1986,5.31187E+11,32.719257,FALSE,01-11-1986
02-11-1986,5.31274E+11,32.124134,FALSE,02-11-1986
03-11-1986,5.3136E+11,32.424202,FALSE,03-11-1986
04-11-1986,5.31446E+11,33.792297,FALSE,04-11-1986
05-11-1986,5.31533E+11,34.76853,FALSE,05-11-1986
06-11-1986,5.31619E+11,34.465202,FALSE,06-11-1986
07-11-1986,5.31706E+11,33.401775,FALSE,07-11-1986
08-11-1986,5.31792E+11,33.33734,FALSE,08-11-1986
